Entry,Entry name,Status,Protein names,Gene names,Organism,Length
F2WFE3,F2WFE3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F2WJ44,F2WJ44_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
F2WEU4,F2WEU4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WG27,F2WG27_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F2WGK0,F2WGK0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2WIF2,F2WIF2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
F8VAF6,F8VAF6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F5BAE1,F5BAE1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G3CA53,G3CA53_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (Fragment),ND3,Homo sapiens (Human),94
F8RZZ2,F8RZZ2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G1FK64,G1FK64_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LJA4,G9LJA4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9E798,H9E798_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LI08,G9LI08_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LIH7,G9LIH7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9NQH3,H9NQH3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9RK52,H9RK52_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9SX38,H9SX38_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9QWR6,H9QWR6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4GBG2,Q4GBG2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COI,Homo sapiens (Human),513
Q2HKD5,Q2HKD5_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q6VIX6,Q6VIX6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9PMJ2,H9PMJ2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9RJM6,H9RJM6_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q6RN84,Q6RN84_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9P066,H9P066_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4F459,Q4F459_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GFI9,Q4GFI9_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
Q8HG14,Q8HG14_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3) (Fragment),,Homo sapiens (Human),347
Q6RLN5,Q6RLN5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A4ZLL8,A4ZLL8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A4ZML4,A4ZML4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A7IZ50,A7IZ50_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B0EWL8,B0EWL8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B1NUN5,B1NUN5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XPV3,B2XPV3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A6Z659,A6Z659_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2MXR9,B2MXR9_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B1NTU9,B1NTU9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B1NUQ2,B1NUQ2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B5M8N2,B5M8N2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B0Z714,B0Z714_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B1PI24,B1PI24_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B9EF68,B9EF68_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
D9MYY6,D9MYY6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5E140,E5E140_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E2DGN9,E2DGN9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
C5H6M8,C5H6M8_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII,Homo sapiens (Human),227
E5E0L1,E5E0L1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2WFG5,F2WFG5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5QAB6,E5QAB6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WJ04,F2WJ04_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G3C9Y5,G3C9Y5_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
G9LMZ9,G9LMZ9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A1Z519,A1Z519_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A8JMY0,A8JMY0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B2CB44,B2CB44_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9A780,H9A780_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9SQF7,H9SQF7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q8HG22,Q8HG22_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),,Homo sapiens (Human),603
H9A7B9,H9A7B9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9MRH3,H9MRH3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9SBL6,H9SBL6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9RLZ4,H9RLZ4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9PYL1,H9PYL1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9LCQ3,G9LCQ3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LFX9,G9LFX9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LAW2,G9LAW2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LIX4,G9LIX4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LJ35,G9LJ35_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A1XP63,A1XP63_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Fragment),COI,Homo sapiens (Human),156
A6Z8H3,A6Z8H3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A6ZGM1,A6ZGM1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B3GUI8,B3GUI8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4GM79,Q4GM79_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
A0S3X2,A0S3X2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q2L743,Q2L743_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2ZHA4,B2ZHA4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q305V1,Q305V1_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
A0SB36,A0SB36_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6ZHD2,A6ZHD2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B2Y9P5,B2Y9P5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B4DDI7,B4DDI7_HUMAN,unreviewed,"NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.2)",,Homo sapiens (Human),522
B2XHY2,B2XHY2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4GG68,Q4GG68_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
B5M7I3,B5M7I3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B8XYT0,B8XYT0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D6C0Z2,D6C0Z2_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D5M8J7,D5M8J7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D7P9P7,D7P9P7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E5LMD0,E5LMD0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WG57,F2WG57_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5E1V3,E5E1V3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F1B657,F1B657_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F8V422,F8V422_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9LES2,G9LES2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9LLT4,G9LLT4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G3C9Z0,G3C9Z0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G3CA49,G3CA49_HUMAN,unreviewed,Cytochrome c oxidase subunit 2 (Fragment),COX2,Homo sapiens (Human),225
G9LCA6,G9LCA6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LLD3,G9LLD3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9E791,H9E791_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9M486,H9M486_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9S6D6,H9S6D6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9QBC0,H9QBC0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9E799,H9E799_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E7J0,H9E7J0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9PJE2,H9PJE2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9QK86,H9QK86_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9E7W2,H9E7W2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2 (Fragment),COX2,Homo sapiens (Human),225
H9T3K9,H9T3K9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9QH13,H9QH13_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9RKF1,H9RKF1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9M4B6,H9M4B6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9RAX1,H9RAX1_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q4GIK5,Q4GIK5_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
Q3S924,Q3S924_HUMAN,unreviewed,ATP synthase protein 8,,Homo sapiens (Human),68
A6ZEY2,A6ZEY2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q7YEE1,Q7YEE1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A1E1E3,A1E1E3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1DT71,A1DT71_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q6VLU5,Q6VLU5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A4GYN5,A4GYN5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B1W8I7,B1W8I7_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
C5H6K7,C5H6K7_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII,Homo sapiens (Human),227
C9D4X6,C9D4X6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D6C1H9,D6C1H9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
D9MZK8,D9MZK8_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E5EXP8,E5EXP8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E9NKM2,E9NKM2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E9LCE9,E9LCE9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E2JKY3,E2JKY3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5E143,E5E143_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F6N669,F6N669_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E9K900,E9K900_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WI31,F2WI31_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
G9LGH5,G9LGH5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G3CA47,G3CA47_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9S739,H9S739_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9T2B6,H9T2B6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LCN5,G9LCN5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LHQ4,G9LHQ4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9SZZ8,H9SZZ8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9REP0,H9REP0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9T3W8,H9T3W8_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9QWE0,H9QWE0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9P2Q4,H9P2Q4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9QJB5,H9QJB5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4GR32,Q4GR32_HUMAN,unreviewed,ATP synthase protein 8,ATPase 8,Homo sapiens (Human),68
Q6VL53,Q6VL53_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4GUD8,Q4GUD8_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
Q4VFB0,Q4VFB0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q9B2Y6,Q9B2Y6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),,Homo sapiens (Human),347
Q4GQH7,Q4GQH7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2,Homo sapiens (Human),347
Q6PZ35,Q6PZ35_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q3S9H4,Q3S9H4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),,Homo sapiens (Human),603
Q8HNR0,Q8HNR0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),,Homo sapiens (Human),459
A6ZF93,A6ZF93_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q27H21,Q27H21_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q2LHW3,Q2LHW3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B7ZJ75,B7ZJ75_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B9ED27,B9ED27_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
B8XYL5,B8XYL5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C9D5A6,C9D5A6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D2K1G3,D2K1G3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
D6R6E1,D6R6E1_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C9DF68,C9DF68_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5E139,E5E139_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
E5E1U5,E5E1U5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D7NUN3,D7NUN3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
F1B7S4,F1B7S4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
F2VPX4,F2VPX4_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q305R3,Q305R3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4GKG8,Q4GKG8_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
A3R0J1,A3R0J1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),,Homo sapiens (Human),459
A6NAM9,A6NAM9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B2XNN7,B2XNN7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2YAA3,B2YAA3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9E7D1,H9E7D1_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9E778,H9E778_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9E7L3,H9E7L3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9LRM7,H9LRM7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9MP07,H9MP07_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9T752,H9T752_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9E8A0,H9E8A0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9M4B7,H9M4B7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9RQ40,H9RQ40_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9PHH4,H9PHH4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E7E8,H9E7E8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9SRS0,H9SRS0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q5S971,Q5S971_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
A6ZFE9,A6ZFE9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B2CB43,B2CB43_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B2D3T4,B2D3T4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B2Z4U9,B2Z4U9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),236
B7TCW9,B7TCW9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
B8RC45,B8RC45_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
D1G458,D1G458_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
