Accession,Description,Experiment 1,Experiment 2,Experiment 3,Mitochondrial?,Signal Peptide?,Type II?,Type III?,Multi TM? 
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",0.874514324,0.928479912,0.666282087,1,,,,
Q86VU5,Catechol O-methyltransferase domain-containing protein 1,,,0.691431317,,,1,,
P54852,Epithelial membrane protein 3,0.748275396,,,,,,,1
Q9GZY8,Mitochondrial fission factor,,,0.733019274,1,,,,
O43852,Calumenin,,0.95372435,0.644231679,,1,,,
O96011,Peroxisomal membrane protein 11B,0.623851089,,0.386949879,,,,,
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial",,0.823021294,0.577756774,1,,,,
Q14764,Major vault protein,,1.006025226,,,,,,
O96019,Actin-like protein 6A,,0.957888657,0.591610795,,,,,
Q9NPD8,Ubiquitin-conjugating enzyme E2 T,,1.141465926,,,,,,
P46937,Yorkie homolog,,1.045292135,,,,,,
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,,1.005773727,0.809162515,1,,,,
Q9H307,Pinin,,0.991559798,0.70140555,,,,,
Q9NPD3,Exosome complex component RRP41,0.74273049,,1.062881742,,,,,
O43264,Centromere/kinetochore protein zw10 homolog,,1.021753251,0.746205015,,,,,
P46939,Utrophin,1.047338222,1.251774677,1.166219732,,,,,
Q04637,Eukaryotic translation initiation factor 4 gamma 1,1.13700393,0.980823555,0.688146066,,,,,
Q99567,Nuclear pore complex protein Nup88,,0.840004591,,,,,,
P52701,DNA mismatch repair protein Msh6,,0.989561616,0.731603997,,,,,
Q8WUX1,Sodium-coupled neutral amino acid transporter 5,0.835310923,0.990621529,0.715934259,,,,,1
O60293,Zinc finger C3H1 domain-containing protein,,0.641203501,,,,,,
P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",,0.879703636,,1,,,,
Q5T4S7,E3 ubiquitin-protein ligase UBR4,0.966978705,0.975633776,0.691986974,,,,,1
O43660,Pleiotropic regulator 1,1.108727628,,,,,,,
P61923,Coatomer subunit zeta-1,1.091335938,0.972168517,0.748898423,,,,,
P26447,Protein S100-A4,,0.940831245,0.570369603,,,,,
Q14165,Malectin,1.249809958,4.449121264,1.445132438,,1,,,
Q14160,Protein scribble homolog,1.220498256,1.300347128,1.087671127,,,,,
O14734,Acyl-coenzyme A thioesterase 8,0.743727274,1.01786669,0.66379248,,,,,
P10809,"60 kDa heat shock protein, mitochondrial",0.849363314,0.961157145,0.669175318,1,,,,
Q15637,Splicing factor 1,,1.024258969,0.664128147,,,,,
Q15631,Translin,,0.87601909,0.614058721,,,,,
P16949,Stathmin,,0.947125286,0.72629909,,,,,
O95478,Ribosome biogenesis protein NSA2 homolog,,1.095104766,,,,,,
O00267,Transcription elongation factor SPT5,,0.985620979,,,,,,
Q96G03,Phosphoglucomutase-2,,0.974908449,,,,,,
P54709,Sodium/potassium-transporting ATPase subunit beta-3,1.008036559,1.009394088,1.089354475,,,1,,
Q13492,Phosphatidylinositol-binding clathrin assembly protein,1.066840913,1.147672259,0.799772144,,,,,
Q16543,Hsp90 co-chaperone Cdc37,,1.014892334,0.69102953,,,,,
P49366,Deoxyhypusine synthase,,1.028760542,,,,,,
P49368,T-complex protein 1 subunit gamma,0.981282585,0.935032259,0.658100279,,,,,
P32119,Peroxiredoxin-2,1.136992827,0.932929568,0.665651365,,,,,
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,,0.594404588,,,,,,
Q8NFH3,Nucleoporin Nup43,,1.172704762,,,,,,
P26196,Probable ATP-dependent RNA helicase DDX6,0.966142437,0.883401068,0.61932144,,,,,
O95782,AP-2 complex subunit alpha-1,1.014088096,1.083923588,0.826023546,,,,,
P61073,C-X-C chemokine receptor type 4,0.673669803,,,,,,,1
Q5R3I4,Tetratricopeptide repeat protein 38,,0.691361512,,,,,,
Q9UBV8,Peflin,0.957061427,1.04893271,1.105111709,,,,,
Q9BUQ8,Probable ATP-dependent RNA helicase DDX23,,1.051661356,0.644882964,,,,,
Q9UBV2,Protein sel-1 homolog 1,1.106394415,,1.287636341,,1,,,
Q8WUD6,Cholinephosphotransferase 1,1.153566356,,,,,,,1
Q8WUD1,Ras-related protein Rab-2B,1.080220742,,,,,,,
P40189,Interleukin-6 receptor subunit beta,1.270121816,,1.123774148,,1,,,
Q6PIU2,Neutral cholesterol ester hydrolase 1,1.243084432,,1.548757681,,,1,,
P08581,Hepatocyte growth factor receptor,,0.996278291,,,1,,,
Q53H82,Beta-lactamase-like protein 2,,1.007515284,,,,,,
Q96A49,Synapse-associated protein 1,,,0.738497874,,,,,
Q16720,Plasma membrane calcium-transporting ATPase 3,3.456214922,,,,,,,1
P48163,NADP-dependent malic enzyme,,0.904662217,0.506824014,,,,,
O15479,Melanoma-associated antigen B2,,0.995911365,0.738614359,,,,,
O95716,Ras-related protein Rab-3D,,,1.179794708,,,,,
Q30154,"HLA class II histocompatibility antigen, DR beta 5 chain",1.734525581,1.558547916,1.68574385,,1,,,
P63165,Small ubiquitin-related modifier 1,,,0.561080114,,,,,
Q9UHV9,Prefoldin subunit 2,,0.900025302,0.596999638,1,,,,
Q9Y5M8,Signal recognition particle receptor subunit beta,0.568595668,0.651389599,0.494627738,,,,,
Q5T8P6,RNA-binding protein 26,,0.854920189,,,,,,
Q6ZQN7,Solute carrier organic anion transporter family member 4C1,2.582095585,,,,,,,1
P33992,DNA replication licensing factor MCM5,1.151317689,0.966107516,0.665106182,,,,,
P33993,DNA replication licensing factor MCM7,1.151874092,0.958236426,0.562000287,,,,,
P33991,DNA replication licensing factor MCM4,,1.044021076,0.642178156,,,,,
P12081,"Histidyl-tRNA synthetase, cytoplasmic",,0.93772945,0.656366723,,,,,
P50914,60S ribosomal protein L14,0.994583183,0.966488099,0.673994062,,,,,
Q9NUE0,Palmitoyltransferase ZDHHC18,1.417972755,,,,,,,1
P30536,Translocator protein,0.855465056,,0.648044755,1,,,,1
Q9BW72,HIG1 domain family member 2A,1.233701343,,1.250842218,,,,,1
O14653,Golgi SNAP receptor complex member 2,0.779640286,0.851007959,0.672389028,,,,,
Q9NV96,Cell cycle control protein 50A,1.09921701,,0.736953182,,,,,1
Q9NWQ8,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,1.131208871,,1.06820572,,,,1,
Q6IAN0,Dehydrogenase/reductase SDR family member 7B,0.979337289,,1.376785029,,,1,,
P49755,Transmembrane emp24 domain-containing protein 10,1.150266212,1.305621652,1.186707082,,1,,,
O14656,Torsin-1A,,,1.50800668,,1,,,
P49756,RNA-binding protein 25,,1.018197495,,,,,,
P61106,Ras-related protein Rab-14,1.135726226,1.05811737,0.802499374,,,,,
Q9BQ75,Uncharacterized protein C3orf26,,0.901728477,,,,,,
Q12789,General transcription factor 3C polypeptide 1,,1.156999593,,,,,,
P41567,Eukaryotic translation initiation factor 1,,1.146487018,0.710138976,,,,,
P49591,"Seryl-tRNA synthetase, cytoplasmic",,1.043992612,0.648150519,,,,,
P49590,"Probable histidyl-tRNA synthetase, mitochondrial",,0.979355998,0.750193126,1,,,,
P51532,Transcription activator BRG1,,0.812853074,,,,,,
Q96MW1,Coiled-coil domain-containing protein 43,,1.070350518,,,,,,
P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",,0.958094962,,1,,,,
Q9BRK5,45 kDa calcium-binding protein,5.741850071,,4.306717004,,1,,,
P36871,Phosphoglucomutase-1,,0.916504186,0.608667093,,,,,
Q9UNH7,Sorting nexin-6,,1.105655474,0.593423391,,,,,
Q86UL3,Glycerol-3-phosphate acyltransferase 4,0.956357073,,1.11073749,,1,,,1
O43752,Syntaxin-6,1.026052189,,0.800740349,,,,,
Q7Z2Z2,Elongation factor Tu GTP-binding domain-containing protein 1,,1.08769598,,,,,,
Q4G0F5,Vacuolar protein sorting-associated protein 26B,,,1.056059044,,,,,
O15042,U2 snRNP-associated SURP motif-containing protein,,0.984353263,,,,,,
Q9HA64,Ketosamine-3-kinase,,0.906370669,,,,,,
Q06481,Amyloid-like protein 2,0.921440151,,0.64776431,,1,,,
P30626,Sorcin,1.011719015,0.989231627,0.718803999,,,,,
P16401,Histone H1.5,0.902701883,1.229451398,0.821883553,,,,,
Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1,,1.010896044,0.679267444,,,,,
Q9UBX3,Mitochondrial dicarboxylate carrier,0.88618083,1.015439913,0.753057419,1,,,,1
Q9HC07,Transmembrane protein 165,3.25674945,1.463555906,2.308512969,,,,,1
Q9Y4B6,Protein VPRBP,,0.977939136,,,,,,
Q96DG6,Carboxymethylenebutenolidase homolog,,1.029842893,0.610638123,,,,,
P23634,Plasma membrane calcium-transporting ATPase 4,0.902738321,,1.050507566,,,,,1
Q8N2F6,Armadillo repeat-containing protein 10,0.832435655,1.072470083,0.734951696,,,,,
P51665,26S proteasome non-ATPase regulatory subunit 7,1.398342222,0.965688468,0.671006708,,,,,
P18827,Syndecan-1,1.734211809,,,,1,,,
Q9HBL7,Transmembrane protein C9orf46,,,0.718141453,,,,,1
A6NHR9,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,,1.071163153,,,,,,
P51398,"28S ribosomal protein S29, mitochondrial",1.154726177,1.049449904,1.052901296,1,,,,
P13010,X-ray repair cross-complementing protein 5,1.035311443,1.01173038,0.684382688,,,,,
Q96IU4,Abhydrolase domain-containing protein 14B,,0.943890955,,,,,,
Q7Z3U7,Protein MON2 homolog,,1.183701016,,,,,,
Q12824,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,,1.190212873,,,,,,
Q8NHG7,Small VCP/p97-interacting protein,0.956868844,1.006292865,0.743274196,,,,,
P27824,Calnexin,0.954341303,1.11139004,0.791839461,,1,,,
Q9Y2X3,Nucleolar protein 58,1.324258318,1.077470336,0.730260296,,,,,
Q9BVQ7,Spermatogenesis-associated protein 5-like protein 1,,1.013478141,,,,,,
Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3,,1.165449315,,,,,,
Q9H2H9,Sodium-coupled neutral amino acid transporter 1,0.791455804,0.711416088,0.518909354,,,,,1
O00505,Importin subunit alpha-3,,3.556458966,,,,,,
P62906,60S ribosomal protein L10a,0.924574225,1.029465642,0.715705976,,,,,
P83731,60S ribosomal protein L24,0.902102477,1.069905836,0.705797545,,,,,
P63173,60S ribosomal protein L38,,1.100697931,0.725285981,,,,,
P28074,Proteasome subunit beta type-5,,0.947651088,0.682473768,,,,,
P28070,Proteasome subunit beta type-4,,0.930786727,0.632141167,,,,,
P28072,Proteasome subunit beta type-6,,1.017125815,0.615617177,,,,,
Q14498,RNA-binding protein 39,0.997231201,1.077637001,0.736396783,,,,,
Q15154,Pericentriolar material 1 protein,,0.971414259,,,,,,
Q00325,"Phosphate carrier protein, mitochondrial",0.90928194,0.935682883,0.751120265,1,,,,1
O00410,Importin-5,0.929488085,0.983733083,0.642823346,,,,,
Q15392,Delta(24)-sterol reductase,1.47110988,,1.328479611,,1,,,
Q9BT22,"Chitobiosyldiphosphodolichol beta-mannosyltransferase, ALG1",0.839563823,,,,,1,,
Q96T51,RUN and FYVE domain-containing protein 1,,0.945084448,,,,,,
O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",1.180790553,,1.348061013,,,,,
O95864,Fatty acid desaturase 2,1.502640512,1.833252205,1.833983053,,,,,1
O15269,Serine palmitoyltransferase 1,0.890094533,,0.633191957,,,,,
O15260,Surfeit locus protein 4,0.847312019,1.004605797,0.762590088,,,,,1
P35908,"Keratin, type II cytoskeletal 2 epidermal",0.975401216,,,,,,,
P53007,"Tricarboxylate transport protein, mitochondrial",0.923492728,1.117404415,0.813977567,1,,,,1
Q9NTK5,Obg-like ATPase 1,,0.967742103,0.62709442,,,,,
P35580,Myosin-10,,0.909382226,,,,,,
Q7LGA3,Heparan sulfate 2-O-sulfotransferase 1,1.298652688,,1.35725923,,,1,,
P39019,40S ribosomal protein S19,0.983237846,0.964164435,0.689249899,,,,,
Q08357,Sodium-dependent phosphate transporter 2,0.943926646,,,,,,,1
P60228,Eukaryotic translation initiation factor 3 subunit E,1.106527689,0.949329519,0.662667826,,,,,
Q8NBN7,Retinol dehydrogenase 13,0.750952543,,1.350000023,,,,,
P35270,Sepiapterin reductase,,1.115276271,0.723941063,,,,,
P52569,Low affinity cationic amino acid transporter 2,0.853495203,0.888650355,,,,,,1
Q8NBN3,Transmembrane protein 87A,1.126674844,1.260809,1.172187064,,1,,,1
P10301,Ras-related protein R-Ras,1.03385744,,0.725764703,,,,,
Q9H3N1,Thioredoxin-related transmembrane protein 1,0.906308559,1.461829878,0.81557787,,1,,,
P56385,"ATP synthase subunit e, mitochondrial",,,0.774851255,1,,,,
Q92820,Gamma-glutamyl hydrolase,1.364322495,,1.106496806,,1,,,
O95394,Phosphoacetylglucosamine mutase,,0.902962438,,,,,,
Q9BXV9,Uncharacterized protein C14orf142,,0.936349771,,,,,,
Q9Y4R8,Telomere length regulation protein TEL2 homolog,,0.862727101,,,,,,
P00558,Phosphoglycerate kinase 1,1.128072642,0.964166328,0.626569067,,,,,
Q9Y6B6,GTP-binding protein SAR1b,,1.004882013,,,,,,
Q9BZF1,Oxysterol-binding protein-related protein 8,1.208618738,,0.779919675,,,,,
P46108,Adapter molecule crk,,1.071786905,0.678186209,,,,,
Q9Y584,Mitochondrial import inner membrane translocase subunit Tim22,,,1.158503338,1,,,,1
Q15084,Protein disulfide-isomerase A6,1.123878523,0.926732152,0.753536919,,1,,,
Q9Y580,RNA-binding protein 7,,1.044884965,,,,,,
O75844,CAAX prenyl protease 1 homolog,0.861785015,0.974423537,0.695974312,,,,,1
Q99653,Calcium-binding protein p22,1.049114295,,1.088099465,,,,,
Q9BW60,Elongation of very long chain fatty acids protein 1,,,0.7328843,,,,,1
Q99873,Protein arginine N-methyltransferase 1,1.063381006,1.010382693,0.70894648,,,,,
Q9UIQ6,Leucyl-cystinyl aminopeptidase,1.222625418,1.181735754,1.190456106,,,1,,
Q05682,Caldesmon,,1.432459126,0.580223049,,,,,
Q8N183,"Mimitin, mitochondrial",0.818127899,,0.659731331,1,,,,
P09012,U1 small nuclear ribonucleoprotein A,,1.190375172,,,,,,
Q05048,Cleavage stimulation factor subunit 1,,0.87381601,0.736750153,,,,,
Q9BWF3,RNA-binding protein 4,,1.080147616,0.727219042,,,,,
Q96P48,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",,0.93432956,0.733804048,,,,,
Q92621,Nuclear pore complex protein Nup205,,0.955094823,0.54027276,,,,,
Q14978,Nucleolar and coiled-body phosphoprotein 1,,0.96506241,0.669281082,,,,,
P09382,Galectin-1,0.92166163,1.012024646,0.707155721,,,,,
Q14573,"Inositol 1,4,5-trisphosphate receptor type 3",1.223869798,,,,,,,1
O75937,DnaJ homolog subfamily C member 8,,1.163937132,,,,,,
O75934,Pre-mRNA-splicing factor SPF27,,1.029138722,0.823561681,,,,,
P53396,ATP-citrate synthase,1.041597779,0.973988354,0.643324334,,,,,
Q9NRK6,"ATP-binding cassette sub-family B member 10, mitochondrial",0.912819279,,0.669426493,1,,,,1
Q14376,UDP-glucose 4-epimerase,,1.054678359,,,,,,
Q5H9R7,Serine/threonine-protein phosphatase 6 regulatory subunit 3,,0.903980241,,,,,,
P20020,Plasma membrane calcium-transporting ATPase 1,0.986037701,1.022751926,0.788332545,,,,,1
P43686,26S protease regulatory subunit 6B,,0.978282168,0.6708912,,,,,
A1L0T0,Acetolactate synthase-like protein,,1.030766379,0.792334883,,,,,
Q9UHG3,Prenylcysteine oxidase 1,1.174546433,1.133774916,1.252001958,,1,,,
Q99848,Probable rRNA-processing protein EBP2,,0.916967878,0.603453837,,,,,
Q92536,Y+L amino acid transporter 2,0.963273216,1.161770266,0.798101812,,,,,1
Q92823,Neuronal cell adhesion molecule,,,0.55893471,,1,,,
P49207,60S ribosomal protein L34,,0.86196071,0.621872092,,,,,
P46926,Glucosamine-6-phosphate isomerase 1,,1.15386162,0.485586017,,,,,
Q92530,Proteasome inhibitor PI31 subunit,,0.874065718,,,,,,
O75718,Cartilage-associated protein,,0.930790652,,,1,,,
Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,,1.033757555,,,,,,
Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,,0.999804772,,,,,,
Q8N697,Solute carrier family 15 member 4,0.926178375,,1.168613264,,,,,1
P41240,Tyrosine-protein kinase CSK,1.07587772,1.039489453,0.81609285,,,,,
P27105,Erythrocyte band 7 integral membrane protein,0.786071024,0.800047075,0.595190515,,,,,
Q14118,Dystroglycan,1.459146473,,1.807534637,,1,,,
P20333,Tumor necrosis factor receptor superfamily member 1B,1.163361828,,,,1,,,
Q6PCB8,Embigin,1.440533608,,,,1,,,
O43676,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,1.113908551,,0.795399686,1,,,,
Q14114,Low-density lipoprotein receptor-related protein 8,1.272453806,,,,1,,,
P20339,Ras-related protein Rab-5A,1.150159655,,1.066098729,,,,,
Q8IZL8,"Proline-, glutamic acid- and leucine-rich protein 1",,1.022136689,0.630766233,,,,,
O95466,Formin-like protein 1,0.963127779,1.154439876,1.054105462,,,,,
Q15629,Translocating chain-associated membrane protein 1,,,0.767066267,,,,,1
Q16658,Fascin,,0.870862924,0.553532192,,,,,
Q96RT1,Protein LAP2,1.151815172,1.044276344,1.066112806,,,,,
Q86Y39,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,,,1.397898389,1,,,,1
P36776,"Lon protease homolog, mitochondrial",,0.912883825,0.556839579,1,,,,
O00273,DNA fragmentation factor subunit alpha,,0.983993161,0.613565643,,,,,
Q13488,V-type proton ATPase 116 kDa subunit a isoform 3,1.100930497,,0.756180244,,,,,1
Q9H4A6,Golgi phosphoprotein 3,0.953550498,1.005483608,0.789089593,1,,,,
Q9H4A4,Aminopeptidase B,,1.002028031,0.355027813,,,,,
P07384,Calpain-1 catalytic subunit,1.015799119,0.907628452,0.71245512,,,,,
Q9NZ01,"Trans-2,3-enoyl-CoA reductase",0.849459606,0.974784923,0.731732027,,,,,1
Q16531,DNA damage-binding protein 1,0.910870412,0.990882095,0.695894681,,,,,
Q16537,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,1.016147071,0.948203304,,,,,,
O43292,Glycosylphosphatidylinositol anchor attachment 1 protein,1.395059827,,1.599433061,,,,,1
Q8IW92,Beta-galactosidase-1-like protein 2,1.520298096,1.903837257,1.81812153,,1,,,
O75153,Protein KIAA0664,,1.078268509,0.687684044,,,,,
Q16539,Mitogen-activated protein kinase 14,,0.626742734,,,,,,
Q6NUK1,Calcium-binding mitochondrial carrier protein SCaMC-1,0.868643795,1.093244955,0.823287108,1,,,,1
Q13242,Serine/arginine-rich splicing factor 9,,0.842398251,0.663975132,,,,,
P11279,Lysosome-associated membrane glycoprotein 1,1.466975697,1.088377121,1.23096627,,1,,,
Q96DX5,Ankyrin repeat and SOCS box protein 9,,1.046477714,,1,,,,
Q15717,ELAV-like protein 1,0.821727712,0.975045245,0.676829302,,,,,
Q9BUP3,Oxidoreductase HTATIP2,0.908556488,0.995465507,0.681987613,,,,,
Q6P4Q7,Metal transporter CNNM4,1.398738177,1.679603349,1.507678665,,,,,1
Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",,0.9484454,0.665193551,,,,,
Q9BVV7,"TIM21-like protein, mitochondrial",0.802057246,,,1,,,,
P82979,SAP domain-containing ribonucleoprotein,0.95758721,0.986083067,0.741564839,,,,,
Q9P241,Probable phospholipid-transporting ATPase VD,0.941138412,,0.482866683,,,,,1
Q8NB16,Mixed lineage kinase domain-like protein,,1.053080346,,,,,,
P08237,"6-phosphofructokinase, muscle type",,0.994948313,0.675471068,,,,,
P04818,Thymidylate synthase,,1.076522443,0.601302569,1,,,,
Q9NY12,H/ACA ribonucleoprotein complex subunit 1,,0.750089036,,,,,,
P15586,N-acetylglucosamine-6-sulfatase,,,1.322017077,,1,,,
P25705,"ATP synthase subunit alpha, mitochondrial",0.914689533,0.962377334,0.770324807,1,,,,
Q96FW1,Ubiquitin thioesterase OTUB1,,1.124774101,0.601408333,,,,,
P36578,60S ribosomal protein L4,0.947129859,1.106100528,0.680536536,,,,,
Q7Z7H5,Transmembrane emp24 domain-containing protein 4,1.160458977,1.061954993,0.817907809,,1,,,
Q7Z7H8,"39S ribosomal protein L10, mitochondrial",,1.221066638,,1,,,,
P62487,DNA-directed RNA polymerase II subunit RPB7,,1.232567411,,,,,,
Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,0.855922239,1.129829052,0.815864622,1,,,,1
Q969X6,Cirhin,,1.019375997,,,,,,
P61289,Proteasome activator complex subunit 3,0.888990887,1.089744503,0.696584931,,,,,
Q04721,Neurogenic locus notch homolog protein 2,0.860592361,1.23346333,0.64110652,,1,,,
Q9BY44,Eukaryotic translation initiation factor 2A,1.350949333,0.921497788,0.694514181,,,,,
Q9BY42,UPF0549 protein C20orf43,,0.766718005,,,,,,
Q96PZ0,Pseudouridylate synthase 7 homolog,,0.936018983,,,,,,
P49768,Presenilin-1,2.045722107,,1.556598036,,,,,1
Q6IAA8,Ragulator complex protein LAMTOR1,1.255075586,1.058293385,1.207660109,,,,,
Q15404,Ras suppressor protein 1,,1.097825417,,,,,,
Q9BQ67,Glutamate-rich WD repeat-containing protein 1,,0.893993728,0.704010688,,,,,
Q14974,Importin subunit beta-1,0.972929831,0.96778245,0.639539091,,,,,
P50336,Protoporphyrinogen oxidase,,1.050570415,0.728683491,1,,,,
Q9UNK0,Syntaxin-8,1.143889678,,1.130345517,,,,,
P21266,Glutathione S-transferase Mu 3,,0.992440555,0.619327006,,,,,
Q99627,COP9 signalosome complex subunit 8,,1.101365524,0.72237415,,,,,
