Accession,Localization,Description,Norm avg ratio,test,direct sec61?,membrane?,GO
Q9UN86,cytosol,Ras GTPase-activating protein-binding protein 2,1.099103353,1,,,intracellular;cytoplasm;cytoplasm;
Q9UNE7,cytosol,E3 ubiquitin-protein ligase CHIP,0.762293925,1,,,nuclear inclusion body;ubiquitin ligase complex;ubiquitin conjugating enzyme complex;cytoplasm;cytoplasm;
Q9UNF0,,Protein kinase C and casein kinase substrate in neurons protein 2,0.777120102,1,,,cytoplasm;cytosol;cytoplasmic membrane-bounded vesicle;
Q9UNH7,,Sorting nexin-6,0.750322083,1,,,intracellular;cytoplasm;
Q9UNK0,type IV,Syntaxin-8,1.143979536,1,,,membrane;endoplasmic reticulum;integral to plasma membrane;
Q9UNM6,,26S proteasome non-ATPase regulatory subunit 13,0.819471573,1,,,proteasome complex;proteasome regulatory particle;
Q9UNN5,,FAS-associated factor 1,0.883504046,1,,,nuclear envelope;nucleus;CD95 death-inducing signaling complex;cytosol;perinuclear region of cytoplasm;cytoplasm;
Q9UNQ0,,ATP-binding cassette sub-family G member 2,0.807479874,1,,,plasma membrane;integral to membrane;
Q9UNQ2,,Probable dimethyladenosine transferase,0.949008534,1,,,nucleus;nucleolus;
Q9UNS2,,COP9 signalosome complex subunit 3,0.992656695,1,,,nucleus;signalosome;cytoplasm;
Q9UNX4,,WD repeat-containing protein 3,0.780604062,1,,,nucleus;nucleolus;
Q9UNZ2,,NSFL1 cofactor p47,0.795169332,1,,,Golgi apparatus;nucleus;Golgi stack;
Q9UP95,multiTM,Solute carrier family 12 member 4,1.426400961,1,,,membrane;integral to plasma membrane;membrane fraction;
Q9UPQ0,,LIM and calponin homology domains-containing protein 1,0.891892865,1,,,NA
Q9UPT5,,Exocyst complex component 7,0.958872728,1,,,cytosol;centriolar satellite;microtubule organizing center;cytoplasm;exocyst;plasma membrane;
Q9UPU5,,Ubiquitin carboxyl-terminal hydrolase 24,0.950710355,1,,,NA
Q9UQ13,cytosol,Leucine-rich repeat protein SHOC-2,1.134334068,1,,,cytoplasm;protein phosphatase type 1 complex;cytoplasm;nucleus;
Q9UQ35,,Serine/arginine repetitive matrix protein 2,0.885397349,1,,,Cajal body;nuclear speck;spliceosomal complex;nucleus;
Q9UQ49,cytosol,Sialidase-3,0.95403933,1,,,plasma membrane;integral to plasma membrane;
Q9UQ80,cytosol,Proliferation-associated protein 2G4,0.922867463,1,,,nucleus;nucleolus;ribonucleoprotein complex;cytoplasm;
Q9UQE7,cytosol,Structural maintenance of chromosomes protein 3,0.969262857,1,,,nucleus;nuclear matrix;spindle pole;lateral element;cytoplasm;cohesin complex;chromatin;basement membrane;chromosome;
Q9Y221,,60S ribosome subunit biogenesis protein NIP7 homolog,1.122392152,1,,,nucleolus;nucleus;
Q9Y223,,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,1.920154916,1,,,cytoplasm;microtubule cytoskeleton;cytosol;
Q9Y224,nucleus,UPF0568 protein C14orf166,0.982732612,1,,,nucleus;cytoskeleton;cytoplasm;microtubule organizing center;perinuclear region of cytoplasm;
Q9Y230,cytosol,RuvB-like 2,0.853102831,1,,,intracellular;NuA4 histone acetyltransferase complex;nucleus;NuA4 histone acetyltransferase complex;nuclear matrix;cytoplasm;MLL1 complex;membrane;nucleoplasm;ribonucleoprotein complex;
Q9Y248,,DNA replication complex GINS protein PSF2,0.912567967,1,,,nucleus;
Q9Y262,cytosol,Eukaryotic translation initiation factor 3 subunit L,0.995202472,1,,,eukaryotic translation initiation factor 3 complex;nucleolus;eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex;fibrillar center;cytoplasm;nucleoplasm;
Q9Y263,cytosol,Phospholipase A-2-activating protein,1.379110812,1,,,NA
Q9Y265,nucleus,RuvB-like 1,0.98975973,1,,,MLL1 complex;NuA4 histone acetyltransferase complex;microtubule organizing center;nucleoplasm;nuclear matrix;nucleus;cytoskeleton;NuA4 histone acetyltransferase complex;membrane;cytoplasm;
Q9Y266,cytosol,Nuclear migration protein nudC,1.072213525,1,,,Golgi apparatus;cytoplasm;cytoskeleton;microtubule;nucleus;
Q9Y276,mito,Mitochondrial chaperone BCS1,0.786517248,1,,,mitochondrion;mitochondrial respiratory chain complex III;membrane;integral to membrane;mitochondrial inner membrane;
Q9Y277,mito,Voltage-dependent anion-selective channel protein 3,0.930402563,1,,,mitochondrion;pore complex;mitochondrial outer membrane;membrane;
Q9Y282,multiTM (?) (or Type II),Endoplasmic reticulum-Golgi intermediate compartment protein 3,1.898235752,1,,,endoplasmic reticulum membrane;Golgi apparatus;membrane;ER-Golgi intermediate compartment membrane;endoplasmic reticulum;integral to membrane;
Q9Y285,cytosol,Phenylalanyl-tRNA synthetase alpha chain,0.915705875,1,,,cytoplasm;cytosol;soluble fraction;
Q9Y287,type II,"Integral membrane protein 2B, BRI2,  dementia gene",1.880864919,1,,,Golgi apparatus;integral to membrane;Golgi membrane;membrane;
Q9Y289,multiTM,Sodium-dependent multivitamin transporter,1.155252997,1,,,membrane fraction;integral to plasma membrane;vesicle membrane;membrane;brush border membrane;
Q9Y295,,Developmentally-regulated GTP-binding protein 1,0.897905504,1,,,intracellular;intermediate filament cytoskeleton;cytoplasm;nucleus;
Q9Y2A7,,Nck-associated protein 1,1.030053379,1,,,integral to membrane;cell projection;lamellipodium membrane;plasma membrane;
Q9Y2B0,,Protein canopy homolog 2,1.031274287,1,,,endoplasmic reticulum;integral to plasma membrane;
Q9Y2D5,cytosol,A-kinase anchor protein 2,0.990033781,1,,,NA
Q9Y2G3,cytosol,Probable phospholipid-transporting ATPase IF,1.041797672,1,,,membrane;nuclear inner membrane;integral to membrane;
Q9Y2L1,,Exosome complex exonuclease RRP44,0.9018444,1,,,nucleolus;cytoplasm;nucleus;exosome (RNase complex);
Q9Y2Q3,,Glutathione S-transferase kappa 1,0.845503702,1,,,intracellular;peroxisome;outer membrane-bounded periplasmic space;
Q9Y2Q5,unchar.,Mitogen-activated protein-binding protein-interacting protein,1.135782869,1,,,late endosome membrane;endosome;lysosomal membrane;membrane;
Q9Y2Q9,,"28S ribosomal protein S28, mitochondrial",0.813373475,1,,,ribosome;mitochondrial small ribosomal subunit;mitochondrion;
Q9Y2R0,,Coiled-coil domain-containing protein 56,0.861453567,1,,,integral to membrane;mitochondrion;membrane;
Q9Y2R4,,Probable ATP-dependent RNA helicase DDX52,1.257927397,1,,,nucleolus;nucleus;
Q9Y2R9,mito,"28S ribosomal protein S7, mitochondrial",1.192071272,1,,,mitochondrion;ribosome;intracellular;cytosolic small ribosomal subunit;
Q9Y2T2,cytosol,AP-3 complex subunit mu-1,1.542137377,1,,,Golgi apparatus;lysosome;clathrin adaptor complex;
Q9Y2T3,,Guanine deaminase,1.045659419,1,,,intracellular;
Q9Y2V2,,Calcium-regulated heat stable protein 1,0.717151195,1,,,cytoplasm;
Q9Y2W1,,Thyroid hormone receptor-associated protein 3,0.749308514,1,,,mediator complex;intracellular membrane-bounded organelle;nucleolus;nucleus;mediator complex;nucleus;
Q9Y2X3,nucleus,Nucleolar protein 58,1.324362344,1,,,nucleolus;box C/D snoRNP complex;nucleolus;nucleus;nucleolus;Cajal body;small nucleolar ribonucleoprotein complex;pre-snoRNP complex;
Q9Y2Z0,,Suppressor of G2 allele of SKP1 homolog,0.901198338,1,,,ubiquitin ligase complex;kinetochore;
Q9Y305,,"Acyl-coenzyme A thioesterase 9, mitochondrial",1.034249746,1,,,mitochondrion;
Q9Y316,,Protein MEMO1,1.350653236,1,,,nucleus;cytosol;
Q9Y320,type I,Thioredoxin-related transmembrane protein 2,0.768405655,1,,,integral to membrane;membrane;
Q9Y333,,U6 snRNA-associated Sm-like protein LSm2,1.050405353,1,,,nucleus;spliceosomal complex;
Q9Y375,mito,"Complex I intermediate-associated protein 30, mitochondrial",0.853279205,1,,,mitochondrial respiratory chain complex I;mitochondrion;
Q9Y376,,Calcium-binding protein 39,0.874851954,1,,,cytoplasm;
Q9Y383,cytosol,Putative RNA-binding protein Luc7-like 2,1.010846388,1,,,NA
Q9Y385,,Ubiquitin-conjugating enzyme E2 J1,1.0701176,1,,,endoplasmic reticulum membrane;membrane;integral to membrane;endoplasmic reticulum;
Q9Y394,secreted,Dehydrogenase/reductase SDR family member 7,0.858298293,1,,,NA
Q9Y3A4,,Ribosomal RNA-processing protein 7 homolog A,1.070961928,1,,,nucleus;cytoplasm;
Q9Y3A5,,Ribosome maturation protein SBDS,0.808612471,1,,,cytoplasm;cytoplasm;nucleolus;spindle pole;nucleus;nucleolus;nucleus;
Q9Y3A6,type I,Transmembrane emp24 domain-containing protein 5,1.301693935,1,,,membrane;integral to membrane;ER-Golgi intermediate compartment;endoplasmic reticulum;endoplasmic reticulum membrane;
Q9Y3B3,type I,Transmembrane emp24 domain-containing protein 7,1.106143519,1,,,endoplasmic reticulum;membrane;endoplasmic reticulum membrane;integral to membrane;
Q9Y3B4,,Pre-mRNA branch site protein p14,0.826599369,1,,,nucleus;
Q9Y3B8,,"Oligoribonuclease, mitochondrial",1.0325965,1,,,nucleus;intracellular;mitochondrion;
Q9Y3C1,,Nucleolar protein 16,1.02644367,1,,,nucleolus;nucleus;
Q9Y3C4,,TP53RK-binding protein,0.857661353,1,,,nucleus;cytoplasm;cytosol;
Q9Y3C6,,Peptidyl-prolyl cis-trans isomerase-like 1,0.388708328,1,,,spliceosomal complex;
Q9Y3D9,,"28S ribosomal protein S23, mitochondrial",0.897082398,1,,,mitochondrion;ribosome;
Q9Y3E0,multiTM,Vesicle transport protein GOT1B,0.864674925,1,,,Golgi membrane;Golgi apparatus;endoplasmic reticulum;membrane;integral to membrane;
Q9Y3E5,mito,"Peptidyl-tRNA hydrolase 2, mitochondrial",0.999011798,1,,,mitochondrion;
Q9Y3F4,,Serine-threonine kinase receptor-associated protein,0.933637875,1,,,spliceosomal complex;cytoplasm;nucleus;
Q9Y3I0,cytosol,UPF0027 protein C22orf28,0.896971373,1,,,cellular_component;
Q9Y3L5,cytosol,Ras-related protein Rap-2c,2.747973979,1,,,plasma membrane;intracellular;
Q9Y3Q3,type I,Transmembrane emp24 domain-containing protein 3,0.906828407,1,,,membrane;integral to membrane;Golgi apparatus;ER-Golgi intermediate compartment membrane;
Q9Y3T9,,Nucleolar complex protein 2 homolog,0.940841482,1,,,nucleus;nucleolus;
Q9Y3U8,,60S ribosomal protein L36,0.778668529,1,,,intracellular;cytosolic large ribosomal subunit;cytosol;nucleolus;ribosome;
Q9Y446,,Plakophilin-3,0.722320865,1,,,nucleus;desmosome;cell-cell junction;
Q9Y450,,HBS1-like protein,0.984199945,1,,,NA
Q9Y487,multiTM,V-type proton ATPase 116 kDa subunit a isoform 2,0.955343968,1,,,proton-transporting two-sector ATPase complex; proton-transporting domain;endosome membrane;acrosomal vesicle;plasma membrane;endosome;integral to membrane;
Q9Y490,cytosol,Talin-1,1.079562092,1,,,focal adhesion;plasma membrane;cytosol;cytosol;extracellular region;cytosol;cytosol;ruffle membrane;cytoskeleton;focal adhesion;ruffle;cytoplasm;intracellular membrane-bounded organelle;extracellular region;centrosome;focal adhesion;cell-cell junction;
Q9Y4B6,,Protein VPRBP,0.977939136,1,,,nucleus;cytoplasm;
Q9Y4C8,,Probable RNA-binding protein 19,1.024624572,1,,,nucleus;nucleoplasm;nucleolus;nucleolus;cytoplasm;
Q9Y4D1,cytosol,Disheveled-associated activator of morphogenesis 1,1.002923013,1,,,cytoplasm;
Q9Y4D7,type I,Plexin-D1,1.236509176,1,,,integral to membrane;intracellular;plasma membrane;plasma membrane;
Q9Y4E8,,Ubiquitin carboxyl-terminal hydrolase 15,1.004734965,1,,,NA
Q9Y4F1,cytosol,"FERM, RhoGEF and pleckstrin domain-containing protein 1",0.963033062,1,,,cytoplasm;cytoskeleton;intracellular;extrinsic to membrane;
Q9Y4L1,secreted,Hypoxia up-regulated protein 1,0.881347593,1,,,endoplasmic reticulum lumen;endoplasmic reticulum;
Q9Y4P1,,Cysteine protease ATG4B,1.189251115,1,,,cytoplasm;
Q9Y4P3,cytosol,Transducin beta-like protein 2,0.615217703,1,,,cellular_component;
Q9Y4R8,,Telomere length regulation protein TEL2 homolog,0.862727101,1,,,cytoplasm;intracellular;chromosome;nucleus;chromosome; telomeric region;membrane;
Q9Y4W2,,Protein LAS1 homolog,0.861387898,1,,,nucleolus;MLL1 complex;nucleus;
Q9Y4W6,mito,AFG3-like protein 2,0.900980957,1,,,mitochondrion;integral to membrane;mitochondrial inner membrane;membrane;
Q9Y512,mito,Sorting and assembly machinery component 50 homolog,0.850031615,1,,,mitochondrion;outer membrane;mitochondrial sorting and assembly machinery complex;mitochondrial outer membrane;cytoplasm;integral to membrane of membrane fraction;integral to membrane;
Q9Y570,,Protein phosphatase methylesterase 1,0.796116481,1,,,NA
Q9Y580,,RNA-binding protein 7,1.044884965,1,,,NA
Q9Y584,,Mitochondrial import inner membrane translocase subunit Tim22,1.158503338,1,,,mitochondrion;mitochondrial inner membrane;membrane;integral to membrane;
Q9Y5B9,,FACT complex subunit SPT16,0.864810314,1,,,nucleoplasm;chromosome;nucleus;
Q9Y5J1,,U3 small nucleolar RNA-associated protein 18 homolog,0.870172483,1,,,nucleus;nucleolus;
Q9Y5J9,mito,Mitochondrial import inner membrane translocase subunit Tim8 B,1.132444982,1,,,mitochondrion;mitochondrial intermembrane space protein transporter complex;mitochondrial inner membrane presequence translocase complex;membrane;
Q9Y5K5,,Ubiquitin carboxyl-terminal hydrolase isozyme L5,0.756842752,1,,,intracellular;proteasome complex;
Q9Y5K6,,CD2-associated protein,0.884297389,1,,,ruffle;plasma membrane;actin cytoskeleton;filamentous actin;endocytic vesicle;perinuclear region of cytoplasm;cytoplasm;
Q9Y5K8,cytosol?,V-type proton ATPase subunit D,2.496654856,1,,,proton-transporting two-sector ATPase complex; catalytic domain;vacuolar proton-transporting V-type ATPase complex;membrane;
Q9Y5L0,,Transportin-3,0.988909665,1,,,cytoplasm;nucleus;
Q9Y5L4,mitochondria,Mitochondrial import inner membrane translocase subunit Tim13,4.124810858,1,,,mitochondrial inner membrane presequence translocase complex;mitochondrial intermembrane space protein transporter complex;membrane;mitochondrion;
Q9Y5M8,type II,Signal recognition particle receptor subunit beta,0.568640333,1,,,endoplasmic reticulum membrane;cytoplasm;membrane;integral to membrane;ribonucleoprotein complex;endoplasmic reticulum;
Q9Y5P6,,Mannose-1-phosphate guanyltransferase beta,1.039794213,1,,,NA
Q9Y5Q8,,General transcription factor 3C polypeptide 5,1.029707345,1,,,transcription factor TFIIIC complex;nucleus;
Q9Y5Q9,,General transcription factor 3C polypeptide 3,1.159371554,1,,,transcription factor TFIIIC complex;nucleus;
Q9Y5S1,multiTM,Transient receptor potential cation channel subfamily V member 2,1.569716874,1,,,plasma membrane;integral to plasma membrane;intracellular;cytoplasm;melanosome;
Q9Y5S9,,RNA-binding protein 8A,0.780885594,1,,,nucleus;exon-exon junction complex;cytoplasm;nucleolus;spliceosomal complex;nuclear speck;nucleus;nucleus;exon-exon junction complex;
Q9Y5T5,,Ubiquitin carboxyl-terminal hydrolase 16,1.261523951,1,,,cytoplasm;nucleus;
Q9Y5U9,multiTM,Immediate early response 3-interacting protein 1,0.957425043,1,,,integral to membrane;endoplasmic reticulum;endoplasmic reticulum;Golgi apparatus;membrane;endoplasmic reticulum membrane;
Q9Y5W9,cytosol,Sorting nexin-11,1.117253073,1,,,NA
Q9Y5X3,,Sorting nexin-5,0.944854436,1,,,NA
Q9Y5Y0,multiTM,Feline leukemia virus subgroup C receptor-related protein 1,1.367732731,1,,,integral to plasma membrane;plasma membrane;
Q9Y5Y2,,Cytosolic Fe-S cluster assembly factor NUBP2,0.823734094,1,,,cytoskeleton;nucleus;microtubule organizing center;cytoplasm;
Q9Y5Y6,type II,Suppressor of tumorigenicity 14 protein,1.087880013,1,,,plasma membrane;integral to plasma membrane;extracellular region;plasma membrane;extrinsic to plasma membrane;extrinsic to plasma membrane;
Q9Y5Z9,multiTM,UbiA prenyltransferase domain-containing protein 1,1.080061897,1,,,cytoplasm;membrane;nucleus;integral to membrane;
Q9Y606,,"tRNA pseudouridine synthase A, mitochondrial",0.997471865,1,,,transcription factor complex;nucleus;nucleolus;
Q9Y613,,FH1/FH2 domain-containing protein 1,0.870341215,1,,,nucleus;cytoskeleton;cytoplasm;
Q9Y617,,Phosphoserine aminotransferase,0.802876345,1,,,NA
Q9Y624,type I,Junctional adhesion molecule A,0.825659032,1,,,cell-cell junction;plasma membrane;tight junction;integral to membrane;
Q9Y639,type I,Neuroplastin,0.951675809,1,,,plasma membrane;presynaptic membrane;integral to membrane;
Q9Y666,multiTM,Solute carrier family 12 member 7,1.138156245,1,,,integral to plasma membrane;membrane;
Q9Y673,type II,Dolichyl-phosphate beta-glucosyltransferase,0.767346367,1,,,membrane;endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;
Q9Y678,cytosol,Coatomer subunit gamma,1.048798309,1,,,cytosol;cytoplasm;Golgi membrane;Golgi-associated vesicle;Golgi apparatus;cytoplasmic vesicle;cytosol;COPI vesicle coat;membrane;membrane coat;
Q9Y679,type III,Ancient ubiquitous protein 1,0.93167856,1,,,membrane;endoplasmic reticulum;endoplasmic reticulum membrane;integral to membrane;
Q9Y696,,Chloride intracellular channel protein 4,0.76795434,1,,,microvillus;integral to membrane;cytoplasmic vesicle;cytosol;plasma membrane;cytoplasm;mitochondrion;cytoplasmic vesicle membrane;intracellular;cytoplasm;nucleus;actin cytoskeleton;soluble fraction;chloride channel complex;
Q9Y6A9,multiTM,Signal peptidase complex subunit 1,1.538663631,1,,,membrane;integral to endoplasmic reticulum membrane;microsome;endoplasmic reticulum;signal peptidase complex;integral to membrane;
Q9Y6B6,,GTP-binding protein SAR1b,1.004882013,1,,,Golgi cisterna membrane;endoplasmic reticulum;endoplasmic reticulum membrane;membrane;Golgi apparatus;intracellular;
Q9Y6C9,mito,Mitochondrial carrier homolog 2,0.783025878,1,,,membrane;integral to membrane;mitochondrion;mitochondrial inner membrane;
Q9Y6E0,,Serine/threonine-protein kinase 24,0.977076514,1,,,cytoplasm;nucleoplasm;cytosol;
Q9Y6E2,unchar.,Basic leucine zipper and W2 domain-containing protein 2,1.10471091,1,,,NA
Q9Y6G9,,Cytoplasmic dynein 1 light intermediate chain 1,0.750287848,1,,,cytoplasm;kinetochore;microtubule;dynein complex;
Q9Y6K0,multiTM,Choline/ethanolaminephosphotransferase 1,0.946799248,1,,,membrane;integral to membrane;endoplasmic reticulum membrane;nuclear membrane;nucleus;endoplasmic reticulum;
Q9Y6M0,secreted,Testisin,1.107241748,1,,,plasma membrane;membrane fraction;cytoplasm;anchored to membrane;
Q9Y6M5,multiTM,Zinc transporter 1,1.078318042,1,,,T-tubule;intracellular membrane-bounded organelle;plasma membrane;plasma membrane;integral to membrane;plasma membrane;
Q9Y6M7,multiTM,Sodium bicarbonate cotransporter 3,0.930469355,1,,,cell projection;apical plasma membrane;plasma membrane;basolateral plasma membrane;stereocilium;integral to membrane;
Q9Y6M9,cytosol,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,1.117955023,1,,,mitochondrion;mitochondrial respiratory chain complex I;mitochondrial inner membrane;respiratory chain;membrane;
Q9Y6N5,mito,"Sulfide:quinone oxidoreductase, mitochondrial",0.925743179,1,,,mitochondrial inner membrane;mitochondrion;
Q9Y6N7,type I,Roundabout homolog 1,1.210713734,1,,,cytoplasm;cell surface;integral to plasma membrane;plasma membrane;axolemma;
Q9Y6R1,multiTM,Electrogenic sodium bicarbonate cotransporter 1,1.152349216,1,,,plasma membrane;basolateral plasma membrane;integral to plasma membrane;
Q9Y6V7,,Probable ATP-dependent RNA helicase DDX49,1.055415594,1,,,NA
Q9Y6X9,,MORC family CW-type zinc finger protein 2,0.906461423,1,,,NA
Q9Y6Y8,,SEC23-interacting protein,1.057448584,1,,,membrane;cytoplasmic vesicle;endoplasmic reticulum;ER to Golgi transport vesicle membrane;ER-Golgi intermediate compartment;cytoplasm;
